,rtp://239.5.1.136:5000
CCTV10,http://183.252.176.12//PLTV/88888888/224/3221225931/index.m3u8
CCTV10,rtp://239.69.1.105:10268
CCTV10,http://39.134.67.108/PLTV/88888888/224/3221225677/1.m3u8
CCTV10,http://39.134.115.163:8080/PLTV/88888910/224/3221225636/index.m3u8
CCTV10,http://139.155.142.13:9177/miguHD.php
CCTV10,http://139.155.142.13:9177/migu.php
CCTV10,rtp://239.5.1.10:5000
CCTV10,rtsp://123.147.113.84:554/04000001/01000000004000000000000000000293
CCTV10,https://live.imxd.top/live.php
CCTV10 北电,http://115.171.80.176:8888/udp/225.1.8.110:8228
CCTV10 科教,http://[2409:8087:1a01:df::4077]:80/PLTV/88888888/224/3221225677/index.m3u8
CCTV10 科教,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000375/index.m3u8
CCTV10 科教,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010203/1.m3u8
CCTV10 科教,https://pi.0472.org/live/cctv10.m3u8
CCTV10 科教,https://hls-gateway.vpstv.net/streams/476896.m3u8
CCTV10东联,http://123.129.70.178:9901/tsfile/live/0010_1.m3u8
CCTV10北电,http://115.171.80.176:8888/udp/225.1.8.10:8116
CCTV10北联,http://125.34.48.195:7077/rtp/239.3.1.63:8116
CCTV10山东,http://124.128.73.58:9901/tsfile/live/0010_1.m3u8
CCTV10科教 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225636/index.m3u8
CCTV11,http://120.76.248.139/live/bfgd/4200000130.m3u8
CCTV11,http://goo.bkpcp.top/mg/cctv11
CCTV11,http://www.qinyin.eu.org:35455/mgtv/667987558.m3u8
CCTV11,http://121.199.57.64:5000/udp/239.77.1.238:5146
CCTV11,http://ha.xushining.com:50000/udp/225.1.2.192:5002
CCTV11,http://www.erbao1981.top:8188/udp/239.76.245.251:1234
CCTV11,http://183.207.249.10/PLTV/3/224/3221225552/index.m3u8
CCTV11,rtp://239.69.1.154:10560
CCTV11,http://39.134.67.108/PLTV/88888888/224/3221225517/1.m3u8
CCTV11,http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8
CCTV11,http://139.155.142.13:9177/miguHD.php
CCTV11,http://139.155.142.13:9177/migu.php
CCTV11,rtp://239.5.1.137:5000
CCTV11,rtsp://123.147.113.84:554/04000001/01000000004000000000000000000389
CCTV11,https://live.imxd.top/live.php
CCTV11 北电,http://115.171.80.176:8888/udp/225.1.8.111:8040
CCTV11 戏曲,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000497/index.m3u8
CCTV11 戏曲,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010092/1.m3u8
CCTV11 戏曲,https://pi.0472.org/live/cctv11.m3u8
CCTV11 戏曲,https://hls-gateway.vpstv.net/streams/476897.m3u8
CCTV11东联,http://123.129.70.178:9901/tsfile/live/0011_1.m3u8
CCTV11北电,http://115.171.80.176:8888/udp/225.1.8.73:8120
CCTV11北联,http://125.34.48.195:7077/rtp/239.3.1.152:8120
CCTV11山东,http://124.128.73.58:9901/tsfile/live/0011_1.m3u8
CCTV11戏曲 (1080p),http://39.135.138.59:18890/PLTV/88888910/224/3221225628/index.m3u8
CCTV12,http://120.76.248.139/live/bfgd/4200000131.m3u8
CCTV12,http://goo.bkpcp.top/mg/cctv12
CCTV12,http://www.qinyin.eu.org:35455/mgtv/673168185.m3u8
CCTV12,http://121.199.57.64:5000/udp/239.77.1.170:5146
CCTV12,http://121.199.57.64:5000/udp/239.77.0.136:5146
CCTV12,http://ha.xushining.com:50000/udp/225.1.1.142:5002
CCTV12,http://www.erbao1981.top:8188/udp/239.76.253.162:9000
CCTV12,http://183.252.176.48//PLTV/88888888/224/3221225932/index.m3u8
CCTV12,rtp://239.69.1.106:10274
CCTV12,http://39.134.67.108/PLTV/88888888/224/3221225669/1.m3u8
CCTV12,http://39.134.115.163:8080/PLTV/88888910/224/3221225637/index.m3u8
CCTV12,http://139.155.142.13:9177/miguHD.php
CCTV12,http://139.155.142.13:9177/migu.php
CCTV12,rtp://239.5.1.11:5000
CCTV12,rtsp://123.147.113.84:554/04000001/01000000004000000000000000000292
CCTV12,https://live.imxd.top/live.php
CCTV12 北电,http://115.171.80.176:8888/udp/225.1.8.112:8232
CCTV12 社会与法,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000377/index.m3u8
CCTV12 社会与法,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010205/1.m3u8
CCTV12 社会与法,https://pi.0472.org/live/cctv12.m3u8
CCTV12 社会与法,https://hls-gateway.vpstv.net/streams/476898.m3u8
CCTV12东联,http://123.129.70.178:9901/tsfile/live/0012_1.m3u8
CCTV12北电,http://115.171.80.176:8888/udp/225.1.8.12:8124
CCTV12北联,http://125.34.48.195:7077/rtp/239.3.1.64:8124
CCTV12山东,http://124.128.73.58:9901/tsfile/live/0012_1.m3u8
CCTV12社会与法制 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225637/index.m3u8
CCTV13,http://120.76.248.139/live/bfgd/4200000067.m3u8
CCTV13,http://goo.bkpcp.top/mg/cctv13
CCTV13,http://www.qinyin.eu.org:35455/mgtv/608807423.m3u8
CCTV13,http://121.199.57.64:5000/udp/239.253.43.196:5146
CCTV13,http://ha.xushining.com:50000/udp/225.1.2.193:5002
CCTV13,http://www.erbao1981.top:8188/udp/239.76.253.93:9000
CCTV13,http://183.207.249.14/PLTV/3/224/3221225560/index.m3u8
CCTV13,rtp://239.254.96.161:9040
CCTV13,http://39.134.67.108/PLTV/88888888/224/3221225812/1.m3u8
CCTV13,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV13,http://139.155.142.13:9177/miguHD.php
CCTV13,http://139.155.142.13:9177/migu.php
CCTV13,rtp://239.5.1.138:5000
CCTV13,rtsp://123.147.113.84:554/04000001/01000000004000000000000000000387
CCTV13,https://live.imxd.top/live.php
CCTV13 北电,http://115.171.80.176:8888/udp/225.1.8.113:8264
CCTV13 新闻,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000516/index.m3u8
CCTV13 新闻,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010093/1.m3u8
CCTV13 新闻,https://pi.0472.org/live/cctv13.m3u8
CCTV13 新闻,https://hls-gateway.vpstv.net/streams/476899.m3u8
CCTV13东联,http://123.129.70.178:9901/tsfile/live/0013_1.m3u8
CCTV13北电,http://115.171.80.176:8888/udp/225.1.8.168:8130
CCTV13北联,http://125.34.48.195:7077/rtp/239.3.1.124:8128
CCTV13山东,http://124.128.73.58:9901/tsfile/live/0013_1.m3u8
CCTV13新闻 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV14,http://120.76.248.139/live/bfgd/4200000132.m3u8
CCTV14,http://goo.bkpcp.top/mg/cctv14
CCTV14,http://www.qinyin.eu.org:35455/mgtv/624878440.m3u8
CCTV14,http://121.199.57.64:5000/udp/239.77.1.171:5146
CCTV14,http://121.199.57.64:5000/udp/239.77.0.133:5146
CCTV14,http://ha.xushining.com:50000/udp/225.1.1.144:5002
CCTV14,http://www.erbao1981.top:8188/udp/239.76.253.164:9000
CCTV14,http://183.252.176.22//PLTV/88888888/224/3221225933/index.m3u8
CCTV14,rtp://239.69.1.107:10280
CCTV14,http://39.134.67.108/PLTV/88888888/224/3221225674/1.m3u8
CCTV14,http://39.134.115.163:8080/PLTV/88888910/224/3221225640/index.m3u8
CCTV14,http://139.155.142.13:9177/miguHD.php
CCTV14,http://139.155.142.13:9177/migu.php
CCTV14,rtp://239.5.1.12:5000
CCTV14,rtsp://123.147.113.84:554/04000001/01000000004000000000000000000291
CCTV14,https://live.imxd.top/live.php
CCTV14 北电,http://115.171.80.176:8888/udp/225.1.8.114:8236
CCTV14 少儿,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000378/index.m3u8
CCTV14 少儿,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010207/1.m3u8
CCTV14 少儿,https://pi.0472.org/live/cctv14.m3u8
CCTV14 少儿,https://hls-gateway.vpstv.net/streams/476900.m3u8
CCTV14东联,http://123.129.70.178:9901/tsfile/live/0014_1.m3u8
CCTV14北电,http://115.171.80.176:8888/udp/225.1.8.14:8132
CCTV14北联,http://125.34.48.195:7077/rtp/239.3.1.65:8132
CCTV14山东,http://124.128.73.58:9901/tsfile/live/0014_1.m3u8
CCTV15,http://120.76.248.139/live/bfgd/4200000133.m3u8
CCTV15,http://goo.bkpcp.top/mg/cctv15
CCTV15,http://www.qinyin.eu.org:35455/mgtv/673168223.m3u8
CCTV15,http://121.199.57.64:5000/udp/239.77.1.239:5146
CCTV15,http://ha.xushining.com:50000/udp/225.1.2.194:5002
CCTV15,http://www.erbao1981.top:8188/udp/239.76.245.252:1234
CCTV15,http://223.110.245.172//PLTV/3/224/3221225568/index.m3u8
CCTV15,rtp://239.69.1.155:10566
CCTV15,http://39.134.67.108/PLTV/88888888/224/3221225513/1.m3u8
CCTV15,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8
CCTV15,http://139.155.142.13:9177/miguHD.php
CCTV15,http://139.155.142.13:9177/migu.php
CCTV15,rtp://239.5.1.139:5000
CCTV15,rtsp://123.147.113.84:554/04000001/01000000004000000000000000000388
CCTV15,https://live.imxd.top/live.php
CCTV15 北电,http://115.171.80.176:8888/udp/225.1.8.115:8052
CCTV15 音乐,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000501/index.m3u8
CCTV15 音乐,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010094/1.m3u8
CCTV15 音乐,https://pi.0472.org/live/cctv15.m3u8
CCTV15 音乐,https://hls-gateway.vpstv.net/streams/476901.m3u8
CCTV15东联,http://123.129.70.178:9901/tsfile/live/0015_1.m3u8
CCTV15北电,http://115.171.80.176:8888/udp/225.1.8.74:8136
CCTV15北联,http://125.34.48.195:7077/rtp/239.3.1.153:8136
CCTV15山东,http://124.128.73.58:9901/tsfile/live/0015_1.m3u8
CCTV15音乐 (720p),http://116.199.5.52:8114/00000000/index.m3u8
CCTV16,http://121.199.57.64:5000/udp/239.77.1.76:5146
CCTV16,http://121.199.57.64:5000/udp/239.77.1.98:5146
CCTV16,http://ha.xushining.com:50000/udp/225.1.2.237:5002
CCTV16,http://www.erbao1981.top:8188/udp/239.76.253.98:9000
CCTV16,rtp://239.69.1.247:11124
CCTV16,rtp://239.69.1.13:9718
CCTV16,http://39.134.67.108/PLTV/88888888/224/3221225893/1.m3u8
CCTV16,http://139.155.142.13:9177/miguHD.php
CCTV16,https://live.imxd.top/live.php
CCTV16 奥林匹克,http://[2409:8087:1a01:df::4077]:80/PLTV/88888888/224/3221225893/index.m3u8
CCTV16 奥林匹克,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010142/1.m3u8
CCTV16 奥林匹克,https://pi.0472.org/live/cctv16.m3u8
CCTV16 奥林匹克,https://pi.0472.org/live/cctv16-4k.m3u8
CCTV16 奥林匹克,https://hls-gateway.vpstv.net/streams/709272.m3u8
CCTV16 奥林匹克,https://hls-gateway.vpstv.net/streams/709089.m3u8
CCTV16北联,http://125.34.48.195:7077/rtp/239.3.1.183:8001
CCTV16北联,http://125.34.48.195:7077/rtp/239.3.1.184:8001
CCTV16奥林匹克,rtp://239.69.1.249:11136
CCTV17,https://hls-gateway.vpstv.net/streams/708820.m3u8
CCTV17,http://120.76.248.139/live/bfgd/4200000204.m3u8
CCTV17,http://goo.bkpcp.top/mg/cctv17
CCTV17,http://www.qinyin.eu.org:35455/mgtv/673168256.m3u8
CCTV17,http://121.199.57.64:5000/udp/239.77.1.121:5146
CCTV17,http://ha.xushining.com:50000/udp/225.1.2.52:5002
CCTV17,http://www.erbao1981.top:8188/udp/239.76.245.238:1234
CCTV17,rtp://239.69.1.152:10548
CCTV17,http://39.134.67.108/PLTV/88888888/224/3221225708/1.m3u8
CCTV17,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8
CCTV17,http://139.155.142.13:9177/migu.php
CCTV17,rtp://239.5.1.140:5000
CCTV17,rtp://239.5.0.169:5000
CCTV17,rtsp://123.147.113.84:554/04000001/01000000004000000000000000000346
CCTV17,https://live.imxd.top/live.php
CCTV17 农业农村,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000494/index.m3u8
CCTV17 农业农村,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010210/1.m3u8
CCTV17 农业农村,https://pi.0472.org/live/cctv17.m3u8
CCTV17 北电,http://115.171.80.176:8888/udp/225.1.8.117:8064
CCTV17农业农村 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8
CCTV17北电,http://115.171.80.176:8888/udp/225.1.8.17:8144
CCTV17北联,http://125.34.48.195:7077/rtp/239.3.1.151:8144
CCTV1港澳版,http://php.jdshipin.com/TVOD/iptv.php
CCTV1综合 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225618/index.m3u8
CCTV2,http://120.76.248.139/live/bfgd/4200000061.m3u8
CCTV2,http://goo.bkpcp.top/mg/cctv2
CCTV2,http://www.qinyin.eu.org:35455/mgtv/631780532.m3u8
CCTV2,http://121.199.57.64:5000/udp/239.253.43.17:5146
CCTV2,http://121.199.57.64:5000/udp/239.77.0.137:5146
CCTV2,http://183.252.176.47//PLTV/88888888/224/3221225923/index.m3u8
CCTV2,rtp://239.69.1.102:10250
CCTV2,http://39.134.67.108/PLTV/88888888/224/3221225599/1.m3u8
CCTV2,http://39.134.115.163:8080/PLTV/88888910/224/3221225643/index.m3u8
CCTV2,http://139.155.142.13:9177/miguHD.php
CCTV2,http://139.155.142.13:9177/migu.php
CCTV2,rtp://239.5.1.5:5000
CCTV2,rtsp://123.147.113.84:554/04000001/01000000004000000000000000000295
CCTV2,https://live.imxd.top/live.php
CCTV2 财经,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000372/index.m3u8
CCTV2 财经,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010211/1.m3u8
CCTV2 财经,https://pi.0472.org/live/cctv2.m3u8
CCTV2 财经,https://hls-gateway.vpstv.net/streams/476881.m3u8
CCTV2财经 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225619/index.m3u8
CCTV3,http://www.qinyin.eu.org:35455/mgtv/624878271.m3u8
CCTV3,http://223.110.243.150/PLTV/3/224/3221225588/index.m3u8
CCTV3,http://39.134.67.108/PLTV/88888888/224/3221225799/1.m3u8
CCTV3,http://39.134.115.163:8080/PLTV/88888910/224/3221225634/index.m3u8
CCTV3,http://139.155.142.13:2025/z.php
CCTV3,http://139.155.142.13:9177/miguHD.php
CCTV3,http://139.155.142.13:9177/migu.php
CCTV3,rtp://239.5.1.101:5000
CCTV3,http://[2409:8087:2001:20:2800:0:df6e:eb20]/ott.mobaibox.com/PLTV/4/224/3221228499/index.m3u8
CCTV3,https://live.imxd.top/live.php
CCTV3 综艺,https://hls-gateway.vpstv.net/streams/476883.m3u8
CCTV4,https://hls-gateway.vpstv.net/streams/709564.m3u8
CCTV4,http://www.qinyin.eu.org:35455/mgtv/631780421.m3u8
CCTV4,http://www.qinyin.eu.org:35455/mgtv/608807419.m3u8
CCTV4,http://www.qinyin.eu.org:35455/mgtv/608807416.m3u8
CCTV4,http://61.166.153.32:1180/play/playback/90000001000000050000000000000199/live100001.m3u8
CCTV4,http://39.134.67.108/PLTV/88888888/224/3221225797/1.m3u8
CCTV4,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8
CCTV4,http://139.155.142.13:9177/miguHD.php
CCTV4,http://139.155.142.13:9177/migu.php
CCTV4,rtp://239.5.1.6:5000
CCTV4,https://live.imxd.top/live.php
CCTV4 CCTV衛視,http://ccczb.top/mk2.php
CCTV4 中文国际,https://hls-gateway.vpstv.net/streams/476884.m3u8
CCTV4 中文国际,https://hls-gateway.vpstv.net/streams/709565.m3u8
CCTV4台,http://www.erbao1981.top:8188/udp/239.76.253.95:9000
CCTV4台,http://www.erbao1981.top:8188/udp/239.76.253.96:9000
CCTV5,http://120.76.248.139/live/bfgd/4200000064.m3u8
CCTV5,http://goo.bkpcp.top/mg/cctv5
CCTV5,http://www.qinyin.eu.org:35455/mgtv/641886683.m3u8
CCTV5,http://121.199.57.64:5000/udp/239.77.0.170:5146
CCTV5,http://121.199.57.64:5000/udp/239.77.0.177:5146
CCTV5,http://223.110.245.136/PLTV/3/224/3221227166/index.m3u8
CCTV5,rtp://239.69.1.123:10376
CCTV5,http://39.134.67.108/PLTV/88888888/224/3221225818/1.m3u8
CCTV5,http://gslbserv.itv.cmvideo.cn/1.m3u8
CCTV5,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8
CCTV5,http://139.155.142.13:9177/miguHD.php
CCTV5,rtp://239.5.1.102:5000
CCTV5,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/4/224/3221228502/index.m3u8
CCTV5,rtsp://123.147.113.84:554/04000001/01000000004000000000000000000304
CCTV5,https://live.imxd.top/live.php
CCTV5 体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010139/1.m3u8
CCTV5 体育,https://pi.0472.org/live/cctv5.m3u8
CCTV5 体育,https://hls-gateway.vpstv.net/streams/476885.m3u8
CCTV5+,http://120.76.248.139/live/bfgd/4200000246.m3u8
CCTV5+,http://goo.bkpcp.top/mg/cctv5p
CCTV5+,http://121.199.57.64:5000/udp/239.77.1.147:5146
CCTV5+,http://ha.xushining.com:50000/udp/225.1.1.121:5002
CCTV5+,http://www.erbao1981.top:8188/udp/239.76.253.168:9000
CCTV5+,rtp://239.254.96.234:9484
CCTV5+,rtp://239.69.1.12:9712
CCTV5+,http://39.134.67.108/PLTV/88888888/224/3221225507/1.m3u8
CCTV5+,http://gslbserv.itv.cmvideo.cn/1.m3u8
CCTV5+,http://39.134.115.163:8080/PLTV/88888910/224/3221225706/index.m3u8
CCTV5+,http://139.155.142.13:9177/miguHD.php
CCTV5+,rtp://239.5.1.7:5000
CCTV5+,rtsp://123.147.113.84:554/04000001/01000000004000000000000000000230
CCTV5+,https://live.imxd.top/live.php
CCTV5+ 体育赛事,http://[2409:8087:1a01:df::4077]:80/PLTV/88888888/224/3221225507/index.m3u8
CCTV5+ 体育赛事,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000132/index.m3u8
CCTV5+ 体育赛事,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010202/1.m3u8
CCTV5+ 体育赛事,https://pi.0472.org/live/cctv5p.m3u8
CCTV5+ 体育赛事,https://hls-gateway.vpstv.net/streams/476888.m3u8
CCTV5+体育赛事,http://www.qinyin.eu.org:35455/mgtv/641886773.m3u8
CCTV5+体育赛事,http://183.252.176.40//PLTV/88888888/224/3221225939/index.m3u8
CCTV5+体育赛事 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+北电,http://115.171.80.176:8888/udp/225.1.8.20:8004
CCTV5+北联,http://125.34.48.195:7077/rtp/239.3.1.130:8004
CCTV5体育 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8
CCTV6,http://www.qinyin.eu.org:35455/mgtv/624878396.m3u8
CCTV6,http://223.110.245.172/PLTV/3/224/3221225548/index.m3u8
CCTV6,http://39.134.67.108/PLTV/88888888/224/3221225814/1.m3u8
CCTV6,http://39.134.115.163:8080/PLTV/88888910/224/3221225632/index.m3u8
CCTV6,http://139.155.142.13:9177/miguHD.php
CCTV6,http://139.155.142.13:9177/migu.php
CCTV6,rtp://239.5.1.103:5000
CCTV6,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/4/224/3221228516/index.m3u8
CCTV6,https://live.imxd.top/live.php
CCTV6 电影,https://hls-gateway.vpstv.net/streams/476890.m3u8
CCTV6 高码,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/4/224/3221228516/index.m3u8
CCTV7,http://www.qinyin.eu.org:35455/mgtv/673168121.m3u8
CCTV7,http://183.252.176.60//PLTV/88888888/224/3221225927/index.m3u8
CCTV7,http://39.134.67.108/PLTV/88888888/224/3221225671/1.m3u8
CCTV7,http://39.134.115.163:8080/PLTV/88888910/224/3221225644/index.m3u8
CCTV7,http://139.155.142.13:9177/miguHD.php
CCTV7,http://139.155.142.13:9177/migu.php
CCTV7,rtp://239.5.1.8:5000
CCTV7,https://live.imxd.top/live.php
CCTV7 国防军事,https://hls-gateway.vpstv.net/streams/476891.m3u8
CCTV8,http://www.qinyin.eu.org:35455/mgtv/624878356.m3u8
CCTV8,http://223.110.245.150/PLTV/3/224/3221227204/index.m3u8
CCTV8,http://39.134.67.108/PLTV/88888888/224/3221225795/1.m3u8
CCTV8,http://39.134.115.163:8080/PLTV/88888910/224/3221225631/index.m3u8
CCTV8,http://139.155.142.13:9177/miguHD.php
CCTV8,http://139.155.142.13:9177/migu.php
CCTV8,rtp://239.5.1.104:5000
CCTV8,https://live.imxd.top/live.php
CCTV8 电视剧,https://hls-gateway.vpstv.net/streams/476892.m3u8
CCTV9,http://www.qinyin.eu.org:35455/mgtv/673168140.m3u8
CCTV9,http://39.134.67.108/PLTV/88888888/224/3221225676/1.m3u8
CCTV9,http://39.134.115.163:8080/PLTV/88888910/224/3221225646/index.m3u8
CCTV9,http://139.155.142.13:9177/miguHD.php
CCTV9,http://139.155.142.13:9177/migu.php
CCTV9,rtp://239.5.1.9:5000
CCTV9,https://live.imxd.top/live.php
CCTV9 纪录,https://hls-gateway.vpstv.net/streams/476893.m3u8
CCTV9 纪录,http://gslbserv.itv.cmvideo.cn/1.m3u8
CCTV9记录,http://183.252.176.36//PLTV/88888888/224/3221225929/index.m3u8
CCTVCCTV台球,https://pi.0472.org/live/ystq.m3u8
CCTVCCTV文化精品,https://pi.0472.org/live/whjp.m3u8
CCTV世界地理,https://pi.0472.org/live/sjdl.m3u8
CCTV中学生,http://139.155.142.13:9177/migu.php
CCTV俄语,http://139.155.142.13:9177/migu.php
CCTV兵器科技,https://pi.0472.org/live/bqkj.m3u8
CCTV卫生健康,https://pi.0472.org/live/wsjk.m3u8
CCTV发现之旅,http://139.155.142.13:9177/migu.php
CCTV台球,https://hls-gateway.vpstv.net/streams/708855.m3u8
CCTV台球,http://ha.xushining.com:50000/udp/225.1.2.170:5002
CCTV台球,http://www.erbao1981.top:8188/udp/239.76.254.58:9000
CCTV台球,rtp://239.5.0.81:5000
CCTV台球,rtp://239.5.1.130:5000
CCTV台球,https://live.imxd.top/live.php
CCTV女性时尚,https://pi.0472.org/live/nxss.m3u8
CCTV怀旧剧场,https://pi.0472.org/live/hjjc.m3u8
CCTV文化精品,https://hls-gateway.vpstv.net/streams/708832.m3u8
CCTV文化精品,rtp://239.5.0.72:5000
CCTV文化精品,rtp://239.5.1.126:5000
CCTV文化精品,https://live.imxd.top/live.php
CCTV新影 发现之旅,http://120.76.248.139/live/bfgd/4200000151.m3u8
CCTV新影 老故事,http://120.76.248.139/live/bfgd/4200000166.m3u8
CCTV法语,http://139.155.142.13:9177/migu.php
CCTV第一剧场,https://pi.0472.org/live/dyjc.m3u8
CCTV老故事,http://139.155.142.13:9177/migu.php
CCTV西班牙语,http://139.155.142.13:9177/migu.php
CCTV阿拉伯语,http://139.155.142.13:9177/migu.php
CCTV风云剧场,https://pi.0472.org/live/fyjc.m3u8
CCTV风云足球,https://pi.0472.org/live/fyzq.m3u8
CCTV风云音乐,https://pi.0472.org/live/fyyy.m3u8
CCTV高尔夫网球,https://pi.0472.org/live/gefwq.m3u8
CELESTIAL,https://hls-gateway.vpstv.net/streams/709496.m3u8
CELESTIAL MOVIES,https://hls-gateway.vpstv.net/streams/476869.m3u8
CETV 01北电,http://115.171.80.176:8888/udp/225.1.8.32:8152
CETV 01北联,http://125.34.48.195:7077/rtp/239.3.1.57:8152
CETV 02北联,http://125.34.48.195:7077/rtp/239.3.1.54:4120
CETV 03北联,http://125.34.48.195:7077/rtp/239.3.1.55:4120
CETV 04北联,http://125.34.48.195:7077/rtp/239.3.1.56:4120
CETV 1,https://live.imxd.top/live.php
CETV 3,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001309/index.m3u8
CETV 4,https://live.imxd.top/live.php
CETV01 北电,http://115.171.80.176:8888/udp/225.1.8.169:4120
CETV02 北电,http://115.171.80.176:8888/udp/225.1.8.193:4120
CETV03 北电,http://115.171.80.176:8888/udp/225.1.8.194:4120
CETV04 北电,http://115.171.80.176:8888/udp/225.1.8.195:4120
CETV1,http://www.qinyin.eu.org:35455/mgtv/923287154.m3u8
CETV1,rtp://239.69.1.110:10298
CETV1,rtsp://123.147.113.84:554/04000001/01000000004000000000000000000363
